,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,status,age,sex,survived
1180,1180,1180,1180,1180,1180,1180,1180,1180,1180,1180,1180,1180,1180,third,adult,female,no
1181,1181,1181,1181,1181,1181,1181,1181,1181,1181,1181,1181,1181,1181,third,adult,female,no
1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,third,adult,female,no
1183,1183,1183,1183,1183,1183,1183,1183,1183,1183,1183,1183,1183,1183,third,adult,female,no
1184,1184,1184,1184,1184,1184,1184,1184,1184,1184,1184,1184,1184,1184,third,adult,female,no
1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,third,adult,female,no
1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,third,adult,female,no
1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,third,adult,female,no
1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,third,adult,female,no
1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,third,adult,female,no
1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,third,adult,female,no
1191,1191,1191,1191,1191,1191,1191,1191,1191,1191,1191,1191,1191,1191,third,adult,female,no
1192,1192,1192,1192,1192,1192,1192,1192,1192,1192,1192,1192,1192,1192,third,adult,female,no
1193,1193,1193,1193,1193,1193,1193,1193,1193,1193,1193,1193,1193,1193,third,adult,female,no
1194,1194,1194,1194,1194,1194,1194,1194,1194,1194,1194,1194,1194,1194,third,adult,female,no
1195,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195,third,adult,female,no
1196,1196,1196,1196,1196,1196,1196,1196,1196,1196,1196,1196,1196,1196,third,adult,female,no
1197,1197,1197,1197,1197,1197,1197,1197,1197,1197,1197,1197,1197,1197,third,adult,female,no
1198,1198,1198,1198,1198,1198,1198,1198,1198,1198,1198,1198,1198,1198,third,adult,female,no
1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,third,adult,female,no
1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,third,adult,female,no
1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,third,adult,female,no
1202,1202,1202,1202,1202,1202,1202,1202,1202,1202,1202,1202,1202,1202,third,adult,female,no
1203,1203,1203,1203,1203,1203,1203,1203,1203,1203,1203,1203,1203,1203,third,adult,female,no
1204,1204,1204,1204,1204,1204,1204,1204,1204,1204,1204,1204,1204,1204,third,adult,female,no
1205,1205,1205,1205,1205,1205,1205,1205,1205,1205,1205,1205,1205,1205,third,adult,female,no
1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,third,adult,female,no
1207,1207,1207,1207,1207,1207,1207,1207,1207,1207,1207,1207,1207,1207,third,adult,female,no
1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,third,adult,female,no
1209,1209,1209,1209,1209,1209,1209,1209,1209,1209,1209,1209,1209,1209,third,adult,female,no
1210,1210,1210,1210,1210,1210,1210,1210,1210,1210,1210,1210,1210,1210,third,adult,female,no
1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,third,adult,female,no
1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,third,adult,female,no
1213,1213,1213,1213,1213,1213,1213,1213,1213,1213,1213,1213,1213,1213,third,adult,female,no
1214,1214,1214,1214,1214,1214,1214,1214,1214,1214,1214,1214,1214,1214,third,adult,female,no
1215,1215,1215,1215,1215,1215,1215,1215,1215,1215,1215,1215,1215,1215,third,adult,female,no
1216,1216,1216,1216,1216,1216,1216,1216,1216,1216,1216,1216,1216,1216,third,adult,female,no
1217,1217,1217,1217,1217,1217,1217,1217,1217,1217,1217,1217,1217,1217,third,adult,female,no
1218,1218,1218,1218,1218,1218,1218,1218,1218,1218,1218,1218,1218,1218,third,adult,female,no
1219,1219,1219,1219,1219,1219,1219,1219,1219,1219,1219,1219,1219,1219,third,adult,female,no
1220,1220,1220,1220,1220,1220,1220,1220,1220,1220,1220,1220,1220,1220,third,adult,female,no
1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,third,adult,female,no
1222,1222,1222,1222,1222,1222,1222,1222,1222,1222,1222,1222,1222,1222,third,adult,female,no
1223,1223,1223,1223,1223,1223,1223,1223,1223,1223,1223,1223,1223,1223,third,adult,female,no
1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,third,adult,female,no
1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,third,adult,female,no
1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,third,adult,female,no
1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,third,adult,female,no
1228,1228,1228,1228,1228,1228,1228,1228,1228,1228,1228,1228,1228,1228,third,adult,female,no
1229,1229,1229,1229,1229,1229,1229,1229,1229,1229,1229,1229,1229,1229,third,adult,female,no
1230,1230,1230,1230,1230,1230,1230,1230,1230,1230,1230,1230,1230,1230,third,adult,female,no
1231,1231,1231,1231,1231,1231,1231,1231,1231,1231,1231,1231,1231,1231,third,adult,female,no
1232,1232,1232,1232,1232,1232,1232,1232,1232,1232,1232,1232,1232,1232,third,adult,female,no
1233,1233,1233,1233,1233,1233,1233,1233,1233,1233,1233,1233,1233,1233,third,adult,female,no
1234,1234,1234,1234,1234,1234,1234,1234,1234,1234,1234,1234,1234,1234,third,adult,female,no
1235,1235,1235,1235,1235,1235,1235,1235,1235,1235,1235,1235,1235,1235,third,adult,female,no
1236,1236,1236,1236,1236,1236,1236,1236,1236,1236,1236,1236,1236,1236,third,adult,female,no
1237,1237,1237,1237,1237,1237,1237,1237,1237,1237,1237,1237,1237,1237,third,child,male,yes
1238,1238,1238,1238,1238,1238,1238,1238,1238,1238,1238,1238,1238,1238,third,child,male,yes
1239,1239,1239,1239,1239,1239,1239,1239,1239,1239,1239,1239,1239,1239,third,child,male,yes
1240,1240,1240,1240,1240,1240,1240,1240,1240,1240,1240,1240,1240,1240,third,child,male,yes
1241,1241,1241,1241,1241,1241,1241,1241,1241,1241,1241,1241,1241,1241,third,child,male,yes
1242,1242,1242,1242,1242,1242,1242,1242,1242,1242,1242,1242,1242,1242,third,child,male,yes
1243,1243,1243,1243,1243,1243,1243,1243,1243,1243,1243,1243,1243,1243,third,child,male,yes
1244,1244,1244,1244,1244,1244,1244,1244,1244,1244,1244,1244,1244,1244,third,child,male,yes
1245,1245,1245,1245,1245,1245,1245,1245,1245,1245,1245,1245,1245,1245,third,child,male,yes
1246,1246,1246,1246,1246,1246,1246,1246,1246,1246,1246,1246,1246,1246,third,child,male,yes
1247,1247,1247,1247,1247,1247,1247,1247,1247,1247,1247,1247,1247,1247,third,child,male,yes
1248,1248,1248,1248,1248,1248,1248,1248,1248,1248,1248,1248,1248,1248,third,child,male,yes
1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,third,child,male,yes
1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,third,child,male,no
1251,1251,1251,1251,1251,1251,1251,1251,1251,1251,1251,1251,1251,1251,third,child,male,no
1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,third,child,male,no
1253,1253,1253,1253,1253,1253,1253,1253,1253,1253,1253,1253,1253,1253,third,child,male,no
1254,1254,1254,1254,1254,1254,1254,1254,1254,1254,1254,1254,1254,1254,third,child,male,no
1255,1255,1255,1255,1255,1255,1255,1255,1255,1255,1255,1255,1255,1255,third,child,male,no
1256,1256,1256,1256,1256,1256,1256,1256,1256,1256,1256,1256,1256,1256,third,child,male,no
1257,1257,1257,1257,1257,1257,1257,1257,1257,1257,1257,1257,1257,1257,third,child,male,no
1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,third,child,male,no
1259,1259,1259,1259,1259,1259,1259,1259,1259,1259,1259,1259,1259,1259,third,child,male,no
1260,1260,1260,1260,1260,1260,1260,1260,1260,1260,1260,1260,1260,1260,third,child,male,no
1261,1261,1261,1261,1261,1261,1261,1261,1261,1261,1261,1261,1261,1261,third,child,male,no
1262,1262,1262,1262,1262,1262,1262,1262,1262,1262,1262,1262,1262,1262,third,child,male,no
1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,third,child,male,no
1264,1264,1264,1264,1264,1264,1264,1264,1264,1264,1264,1264,1264,1264,third,child,male,no
1265,1265,1265,1265,1265,1265,1265,1265,1265,1265,1265,1265,1265,1265,third,child,male,no
1266,1266,1266,1266,1266,1266,1266,1266,1266,1266,1266,1266,1266,1266,third,child,male,no
1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,third,child,male,no
1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,third,child,male,no
1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,third,child,male,no
1270,1270,1270,1270,1270,1270,1270,1270,1270,1270,1270,1270,1270,1270,third,child,male,no
1271,1271,1271,1271,1271,1271,1271,1271,1271,1271,1271,1271,1271,1271,third,child,male,no
1272,1272,1272,1272,1272,1272,1272,1272,1272,1272,1272,1272,1272,1272,third,child,male,no
1273,1273,1273,1273,1273,1273,1273,1273,1273,1273,1273,1273,1273,1273,third,child,male,no
1274,1274,1274,1274,1274,1274,1274,1274,1274,1274,1274,1274,1274,1274,third,child,male,no
1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,third,child,male,no
1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,third,child,male,no
1277,1277,1277,1277,1277,1277,1277,1277,1277,1277,1277,1277,1277,1277,third,child,male,no
1278,1278,1278,1278,1278,1278,1278,1278,1278,1278,1278,1278,1278,1278,third,child,male,no
1279,1279,1279,1279,1279,1279,1279,1279,1279,1279,1279,1279,1279,1279,third,child,male,no
1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,third,child,male,no
1281,1281,1281,1281,1281,1281,1281,1281,1281,1281,1281,1281,1281,1281,third,child,male,no
1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,third,child,male,no
1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,third,child,male,no
1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,third,child,male,no
1285,1285,1285,1285,1285,1285,1285,1285,1285,1285,1285,1285,1285,1285,third,child,female,yes
1286,1286,1286,1286,1286,1286,1286,1286,1286,1286,1286,1286,1286,1286,third,child,female,yes
1287,1287,1287,1287,1287,1287,1287,1287,1287,1287,1287,1287,1287,1287,third,child,female,yes
1288,1288,1288,1288,1288,1288,1288,1288,1288,1288,1288,1288,1288,1288,third,child,female,yes
1289,1289,1289,1289,1289,1289,1289,1289,1289,1289,1289,1289,1289,1289,third,child,female,yes
1290,1290,1290,1290,1290,1290,1290,1290,1290,1290,1290,1290,1290,1290,third,child,female,yes
1291,1291,1291,1291,1291,1291,1291,1291,1291,1291,1291,1291,1291,1291,third,child,female,yes
1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,third,child,female,yes
1293,1293,1293,1293,1293,1293,1293,1293,1293,1293,1293,1293,1293,1293,third,child,female,yes
1294,1294,1294,1294,1294,1294,1294,1294,1294,1294,1294,1294,1294,1294,third,child,female,yes
1295,1295,1295,1295,1295,1295,1295,1295,1295,1295,1295,1295,1295,1295,third,child,female,yes
1296,1296,1296,1296,1296,1296,1296,1296,1296,1296,1296,1296,1296,1296,third,child,female,yes
1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,third,child,female,yes
1298,1298,1298,1298,1298,1298,1298,1298,1298,1298,1298,1298,1298,1298,third,child,female,yes
1299,1299,1299,1299,1299,1299,1299,1299,1299,1299,1299,1299,1299,1299,third,child,female,no
1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,third,child,female,no
1301,1301,1301,1301,1301,1301,1301,1301,1301,1301,1301,1301,1301,1301,third,child,female,no
1302,1302,1302,1302,1302,1302,1302,1302,1302,1302,1302,1302,1302,1302,third,child,female,no
1303,1303,1303,1303,1303,1303,1303,1303,1303,1303,1303,1303,1303,1303,third,child,female,no
1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,third,child,female,no
1305,1305,1305,1305,1305,1305,1305,1305,1305,1305,1305,1305,1305,1305,third,child,female,no
1306,1306,1306,1306,1306,1306,1306,1306,1306,1306,1306,1306,1306,1306,third,child,female,no
1307,1307,1307,1307,1307,1307,1307,1307,1307,1307,1307,1307,1307,1307,third,child,female,no
1308,1308,1308,1308,1308,1308,1308,1308,1308,1308,1308,1308,1308,1308,third,child,female,no
1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,third,child,female,no
1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,third,child,female,no
1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,third,child,female,no
1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,third,child,female,no
1313,1313,1313,1313,1313,1313,1313,1313,1313,1313,1313,1313,1313,1313,third,child,female,no
1314,1314,1314,1314,1314,1314,1314,1314,1314,1314,1314,1314,1314,1314,third,child,female,no
1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,third,child,female,no
1316,1316,1316,1316,1316,1316,1316,1316,1316,1316,1316,1316,1316,1316,crew,adult,male,yes
1317,1317,1317,1317,1317,1317,1317,1317,1317,1317,1317,1317,1317,1317,crew,adult,male,yes
1318,1318,1318,1318,1318,1318,1318,1318,1318,1318,1318,1318,1318,1318,crew,adult,male,yes
1319,1319,1319,1319,1319,1319,1319,1319,1319,1319,1319,1319,1319,1319,crew,adult,male,yes
1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,crew,adult,male,yes
1321,1321,1321,1321,1321,1321,1321,1321,1321,1321,1321,1321,1321,1321,crew,adult,male,yes
1322,1322,1322,1322,1322,1322,1322,1322,1322,1322,1322,1322,1322,1322,crew,adult,male,yes
1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,crew,adult,male,yes
1324,1324,1324,1324,1324,1324,1324,1324,1324,1324,1324,1324,1324,1324,crew,adult,male,yes
1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,crew,adult,male,yes
1326,1326,1326,1326,1326,1326,1326,1326,1326,1326,1326,1326,1326,1326,crew,adult,male,yes
1327,1327,1327,1327,1327,1327,1327,1327,1327,1327,1327,1327,1327,1327,crew,adult,male,yes
1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,crew,adult,male,yes
1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,crew,adult,male,yes
1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,crew,adult,male,yes
1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,crew,adult,male,yes
1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,crew,adult,male,yes
1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,crew,adult,male,yes
1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,crew,adult,male,yes
1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,crew,adult,male,yes
1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,crew,adult,male,yes
1337,1337,1337,1337,1337,1337,1337,1337,1337,1337,1337,1337,1337,1337,crew,adult,male,yes
1338,1338,1338,1338,1338,1338,1338,1338,1338,1338,1338,1338,1338,1338,crew,adult,male,yes
1339,1339,1339,1339,1339,1339,1339,1339,1339,1339,1339,1339,1339,1339,crew,adult,male,yes
1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,crew,adult,male,yes
1341,1341,1341,1341,1341,1341,1341,1341,1341,1341,1341,1341,1341,1341,crew,adult,male,yes
1342,1342,1342,1342,1342,1342,1342,1342,1342,1342,1342,1342,1342,1342,crew,adult,male,yes
1343,1343,1343,1343,1343,1343,1343,1343,1343,1343,1343,1343,1343,1343,crew,adult,male,yes
1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,crew,adult,male,yes
1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,crew,adult,male,yes
1346,1346,1346,1346,1346,1346,1346,1346,1346,1346,1346,1346,1346,1346,crew,adult,male,yes
1347,1347,1347,1347,1347,1347,1347,1347,1347,1347,1347,1347,1347,1347,crew,adult,male,yes
1348,1348,1348,1348,1348,1348,1348,1348,1348,1348,1348,1348,1348,1348,crew,adult,male,yes
1349,1349,1349,1349,1349,1349,1349,1349,1349,1349,1349,1349,1349,1349,crew,adult,male,yes
1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,crew,adult,male,yes
1351,1351,1351,1351,1351,1351,1351,1351,1351,1351,1351,1351,1351,1351,crew,adult,male,yes
1352,1352,1352,1352,1352,1352,1352,1352,1352,1352,1352,1352,1352,1352,crew,adult,male,yes
1353,1353,1353,1353,1353,1353,1353,1353,1353,1353,1353,1353,1353,1353,crew,adult,male,yes
1354,1354,1354,1354,1354,1354,1354,1354,1354,1354,1354,1354,1354,1354,crew,adult,male,yes
1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,crew,adult,male,yes
1356,1356,1356,1356,1356,1356,1356,1356,1356,1356,1356,1356,1356,1356,crew,adult,male,yes
1357,1357,1357,1357,1357,1357,1357,1357,1357,1357,1357,1357,1357,1357,crew,adult,male,yes
1358,1358,1358,1358,1358,1358,1358,1358,1358,1358,1358,1358,1358,1358,crew,adult,male,yes
1359,1359,1359,1359,1359,1359,1359,1359,1359,1359,1359,1359,1359,1359,crew,adult,male,yes
1360,1360,1360,1360,1360,1360,1360,1360,1360,1360,1360,1360,1360,1360,crew,adult,male,yes
1361,1361,1361,1361,1361,1361,1361,1361,1361,1361,1361,1361,1361,1361,crew,adult,male,yes
1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,crew,adult,male,yes
1363,1363,1363,1363,1363,1363,1363,1363,1363,1363,1363,1363,1363,1363,crew,adult,male,yes
1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,crew,adult,male,yes
1365,1365,1365,1365,1365,1365,1365,1365,1365,1365,1365,1365,1365,1365,crew,adult,male,yes
1366,1366,1366,1366,1366,1366,1366,1366,1366,1366,1366,1366,1366,1366,crew,adult,male,yes
1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,crew,adult,male,yes
1368,1368,1368,1368,1368,1368,1368,1368,1368,1368,1368,1368,1368,1368,crew,adult,male,yes
1369,1369,1369,1369,1369,1369,1369,1369,1369,1369,1369,1369,1369,1369,crew,adult,male,yes
1370,1370,1370,1370,1370,1370,1370,1370,1370,1370,1370,1370,1370,1370,crew,adult,male,yes
1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,crew,adult,male,yes
1372,1372,1372,1372,1372,1372,1372,1372,1372,1372,1372,1372,1372,1372,crew,adult,male,yes
1373,1373,1373,1373,1373,1373,1373,1373,1373,1373,1373,1373,1373,1373,crew,adult,male,yes
1374,1374,1374,1374,1374,1374,1374,1374,1374,1374,1374,1374,1374,1374,crew,adult,male,yes
1375,1375,1375,1375,1375,1375,1375,1375,1375,1375,1375,1375,1375,1375,crew,adult,male,yes
1376,1376,1376,1376,1376,1376,1376,1376,1376,1376,1376,1376,1376,1376,crew,adult,male,yes
1377,1377,1377,1377,1377,1377,1377,1377,1377,1377,1377,1377,1377,1377,crew,adult,male,yes
1378,1378,1378,1378,1378,1378,1378,1378,1378,1378,1378,1378,1378,1378,crew,adult,male,yes
1379,1379,1379,1379,1379,1379,1379,1379,1379,1379,1379,1379,1379,1379,crew,adult,male,yes
1380,1380,1380,1380,1380,1380,1380,1380,1380,1380,1380,1380,1380,1380,crew,adult,male,yes
1381,1381,1381,1381,1381,1381,1381,1381,1381,1381,1381,1381,1381,1381,crew,adult,male,yes
1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,crew,adult,male,yes
1383,1383,1383,1383,1383,1383,1383,1383,1383,1383,1383,1383,1383,1383,crew,adult,male,yes
1384,1384,1384,1384,1384,1384,1384,1384,1384,1384,1384,1384,1384,1384,crew,adult,male,yes
1385,1385,1385,1385,1385,1385,1385,1385,1385,1385,1385,1385,1385,1385,crew,adult,male,yes
1386,1386,1386,1386,1386,1386,1386,1386,1386,1386,1386,1386,1386,1386,crew,adult,male,yes
1387,1387,1387,1387,1387,1387,1387,1387,1387,1387,1387,1387,1387,1387,crew,adult,male,yes
1388,1388,1388,1388,1388,1388,1388,1388,1388,1388,1388,1388,1388,1388,crew,adult,male,yes
1389,1389,1389,1389,1389,1389,1389,1389,1389,1389,1389,1389,1389,1389,crew,adult,male,yes
1390,1390,1390,1390,1390,1390,1390,1390,1390,1390,1390,1390,1390,1390,crew,adult,male,yes
1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,crew,adult,male,yes
1392,1392,1392,1392,1392,1392,1392,1392,1392,1392,1392,1392,1392,1392,crew,adult,male,yes
1393,1393,1393,1393,1393,1393,1393,1393,1393,1393,1393,1393,1393,1393,crew,adult,male,yes
1394,1394,1394,1394,1394,1394,1394,1394,1394,1394,1394,1394,1394,1394,crew,adult,male,yes
1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,crew,adult,male,yes
1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,crew,adult,male,yes
1397,1397,1397,1397,1397,1397,1397,1397,1397,1397,1397,1397,1397,1397,crew,adult,male,yes
1398,1398,1398,1398,1398,1398,1398,1398,1398,1398,1398,1398,1398,1398,crew,adult,male,yes
1399,1399,1399,1399,1399,1399,1399,1399,1399,1399,1399,1399,1399,1399,crew,adult,male,yes
1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,crew,adult,male,yes
1401,1401,1401,1401,1401,1401,1401,1401,1401,1401,1401,1401,1401,1401,crew,adult,male,yes
1402,1402,1402,1402,1402,1402,1402,1402,1402,1402,1402,1402,1402,1402,crew,adult,male,yes
1403,1403,1403,1403,1403,1403,1403,1403,1403,1403,1403,1403,1403,1403,crew,adult,male,yes
1404,1404,1404,1404,1404,1404,1404,1404,1404,1404,1404,1404,1404,1404,crew,adult,male,yes
1405,1405,1405,1405,1405,1405,1405,1405,1405,1405,1405,1405,1405,1405,crew,adult,male,yes
1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,crew,adult,male,yes
1407,1407,1407,1407,1407,1407,1407,1407,1407,1407,1407,1407,1407,1407,crew,adult,male,yes
1408,1408,1408,1408,1408,1408,1408,1408,1408,1408,1408,1408,1408,1408,crew,adult,male,yes
1409,1409,1409,1409,1409,1409,1409,1409,1409,1409,1409,1409,1409,1409,crew,adult,male,yes
1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,crew,adult,male,yes
1411,1411,1411,1411,1411,1411,1411,1411,1411,1411,1411,1411,1411,1411,crew,adult,male,yes
1412,1412,1412,1412,1412,1412,1412,1412,1412,1412,1412,1412,1412,1412,crew,adult,male,yes
1413,1413,1413,1413,1413,1413,1413,1413,1413,1413,1413,1413,1413,1413,crew,adult,male,yes
1414,1414,1414,1414,1414,1414,1414,1414,1414,1414,1414,1414,1414,1414,crew,adult,male,yes
1415,1415,1415,1415,1415,1415,1415,1415,1415,1415,1415,1415,1415,1415,crew,adult,male,yes
1416,1416,1416,1416,1416,1416,1416,1416,1416,1416,1416,1416,1416,1416,crew,adult,male,yes
1417,1417,1417,1417,1417,1417,1417,1417,1417,1417,1417,1417,1417,1417,crew,adult,male,yes
1418,1418,1418,1418,1418,1418,1418,1418,1418,1418,1418,1418,1418,1418,crew,adult,male,yes
1419,1419,1419,1419,1419,1419,1419,1419,1419,1419,1419,1419,1419,1419,crew,adult,male,yes
1420,1420,1420,1420,1420,1420,1420,1420,1420,1420,1420,1420,1420,1420,crew,adult,male,yes
1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,crew,adult,male,yes
1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,crew,adult,male,yes
1423,1423,1423,1423,1423,1423,1423,1423,1423,1423,1423,1423,1423,1423,crew,adult,male,yes
1424,1424,1424,1424,1424,1424,1424,1424,1424,1424,1424,1424,1424,1424,crew,adult,male,yes
1425,1425,1425,1425,1425,1425,1425,1425,1425,1425,1425,1425,1425,1425,crew,adult,male,yes
1426,1426,1426,1426,1426,1426,1426,1426,1426,1426,1426,1426,1426,1426,crew,adult,male,yes
1427,1427,1427,1427,1427,1427,1427,1427,1427,1427,1427,1427,1427,1427,crew,adult,male,yes
1428,1428,1428,1428,1428,1428,1428,1428,1428,1428,1428,1428,1428,1428,crew,adult,male,yes
1429,1429,1429,1429,1429,1429,1429,1429,1429,1429,1429,1429,1429,1429,crew,adult,male,yes
1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,crew,adult,male,yes
1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,crew,adult,male,yes
1432,1432,1432,1432,1432,1432,1432,1432,1432,1432,1432,1432,1432,1432,crew,adult,male,yes
1433,1433,1433,1433,1433,1433,1433,1433,1433,1433,1433,1433,1433,1433,crew,adult,male,yes
1434,1434,1434,1434,1434,1434,1434,1434,1434,1434,1434,1434,1434,1434,crew,adult,male,yes
1435,1435,1435,1435,1435,1435,1435,1435,1435,1435,1435,1435,1435,1435,crew,adult,male,yes
1436,1436,1436,1436,1436,1436,1436,1436,1436,1436,1436,1436,1436,1436,crew,adult,male,yes
1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,crew,adult,male,yes
1438,1438,1438,1438,1438,1438,1438,1438,1438,1438,1438,1438,1438,1438,crew,adult,male,yes
1439,1439,1439,1439,1439,1439,1439,1439,1439,1439,1439,1439,1439,1439,crew,adult,male,yes
1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,crew,adult,male,yes
1441,1441,1441,1441,1441,1441,1441,1441,1441,1441,1441,1441,1441,1441,crew,adult,male,yes
1442,1442,1442,1442,1442,1442,1442,1442,1442,1442,1442,1442,1442,1442,crew,adult,male,yes
1443,1443,1443,1443,1443,1443,1443,1443,1443,1443,1443,1443,1443,1443,crew,adult,male,yes
1444,1444,1444,1444,1444,1444,1444,1444,1444,1444,1444,1444,1444,1444,crew,adult,male,yes
1445,1445,1445,1445,1445,1445,1445,1445,1445,1445,1445,1445,1445,1445,crew,adult,male,yes
1446,1446,1446,1446,1446,1446,1446,1446,1446,1446,1446,1446,1446,1446,crew,adult,male,yes
